modeild,weblabel,brand,catchline,productnature,family,Review-AverageRating,DisplayPrice-Amount,ListPrice-Amount
8237780,Casco Ikus Mod. Fronton,NO BRAND,Alta absorción a los golpes.,CASCOS,PEDIDO DIRECTO OTROS PELOTA,0.0,34.95,34.95
8237780,Casco Ikus Mod. Fronton,NO BRAND,Alta absorción a los golpes.,CASCOS,PEDIDO DIRECTO OTROS PELOTA,0.0,34.95,34.95
8246975,CUBREGRIP BULLPADEL NEGRO,BULL PADEL,Ideal para los jugadores de todos los niveles que quieren mejorar la adherencia de su grip. ,GRIPS,ACCESORIOS PÁDEL,4.7,4.99,4.99
8276059,PELOTA DE TENIS TB920 *4 POLIVALENTE BIPACK AMARILLO,ARTENGO,"Durabilidad y control. Pelota oficial del torneo de la ATP 250 Moselle Open, la TB920 se recomienda por su calidad de rebote y por su control.Nuevo empaquetado y nuevo logotipo pero pelotas idénticas.",Pelota de tenis,PELOTAS TENIS,4.4,11.49,11.49
8279042,PELOTA DE TENIS TB930 *4 AMARILLO SPEED,ARTENGO,Esta pelota de tenis premium es muy duradera y viva. Nuevo empaquetado y nuevo logotipo pero pelotas idénticas.,Pelota de tenis,PELOTAS TENIS,4.6,6.99,6.99
8281713,CORDAJE DE BÁDMINTON BG 65 NEGRO,YONEX,"El cordaje YONEX BG65 negro es el más utilizado, combina perfectamente potencia, control y resistencia.",Cordaje raqueta,CORDAJES BÁDMINTON,4.9,7.99,7.99
8283555,PELOTA DE TENIS ARTENGO MEDIUM BALL,ARTENGO,Pelota para minitenis. ,Pelota de tenis,PELOTAS TENIS,4.5,7.99,7.99
8286996,Pala ping pong Pongori PPR 100,PONGORI,"¿Te quieres iniciar en el ping pong? Gracias a su control, nuestra pala te permite multiplicar los intercambios. Juega en casa, en familia, entre amigos o incluso en la oficina.",Raqueta,RAQUETAS PING PONG INTERIOR,4.4,2.49,2.49
8288372,SP PELOTA OXONE X3 DISTISPORT,NO BRAND,Pelota frontenis con envase presurizado para jugadores de competición,PELOTAS,FRONTENIS,3.25,10.0,10.0
8288697,ANTIVIBRADOR DE TENIS HEAD XTRA DAMP NEGRO NARANJA,HEAD,El antivibrador Head XTRA Damp reduce las vibraciones de forma eficaz y aumenta el confort de juego. Antivibrador utilizado por Djokovic. ,Antivibrador,ACCESORIOS RAQUETA TENIS,4.6,5.49,5.49
8290172,PELOTAS DE TENIS ARTENGO TB920 x4 AMARILLO,ARTENGO,"Esta pelota, rápida y duradera, es ideal para los torneos porque está homologada por ITF, FFT y FIT. La pelota de tenis oficial de la ATP Moselle. ",Pelota de tenis,PELOTAS TENIS,0.0,4.99,4.99
8296700,ANTIVIBRADOR DE TENIS ARTENGO CONFORT TRASLÚCIDO ,ARTENGO,Este antivibrador de raqueta de tenis es ideal para reducir las vibraciones de la raqueta durante el juego. También es estable en el cordaje.,Antivibrador,ACCESORIOS RAQUETA TENIS,4.4,4.49,4.49
8298828,"CORDAJE DE TENIS ARTENGO MONOFILAMENTO TA 100 1,25 mm blanco",ARTENGO,"Este cordaje de tenis monofilamento Artengo TA 100, 1,25 mm es muy resistente y procura sensaciones de juego y confort.",Cordaje raqueta,CORDAJES TENIS,4.8,4.99,4.99
8345059,Mesa ping pong exterior plegable 5 mm tablero Pongori PPT 530,PONGORI,"Fácil de desplazar, la mesa de ping pong PPT 530 se puede usar en todo tipo de terrenos, tanto en interior como en exterior. Sólida y estable, 2 frenos, será tu compañera de juego ideal.",Mesa,MESAS TDM CUALQUIER TIEMPO,4.7,309.99,369.99
8346872,Pala ping pong Tibhar Superallround vari spin,TIBHAR,"Con 2 revestimientos y una madera procedentes de la competición pura, esta pala de ping pong Tibhar está hecha para jugadores tipo allround que quieren progresar y triunfar en competiciones.",Raqueta,RAQUETTES TDT CONFIRMÉ,4.3,69.99,69.99
8346006,Montaje Mesas Ping Pong,ARTENGO,Hacer montaje a domicilio de mesas de ping pong,SERVICIOS,PEDIDOS DIRECTOS,4.0,44.99,44.99
8350762,ZAPATILLAS DE TENIS JÚNIOR ASICS GEL RALLY AZUL NARANJA,ASICS,"Esta zapatilla ASICS GEL RALLY de color azul para niños es ligera y cómoda, y ofrece una buena sujeción del pie durante la práctica.",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.0,49.99,49.99
8350762,ZAPATILLAS DE TENIS JÚNIOR ASICS GEL RALLY AZUL NARANJA,ASICS,"Esta zapatilla ASICS GEL RALLY de color azul para niños es ligera y cómoda, y ofrece una buena sujeción del pie durante la práctica.",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.0,49.99,49.99
8350762,ZAPATILLAS DE TENIS JÚNIOR ASICS GEL RALLY AZUL NARANJA,ASICS,"Esta zapatilla ASICS GEL RALLY de color azul para niños es ligera y cómoda, y ofrece una buena sujeción del pie durante la práctica.",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.0,49.99,49.99
8350762,ZAPATILLAS DE TENIS JÚNIOR ASICS GEL RALLY AZUL NARANJA,ASICS,"Esta zapatilla ASICS GEL RALLY de color azul para niños es ligera y cómoda, y ofrece una buena sujeción del pie durante la práctica.",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.0,49.99,49.99
8350762,ZAPATILLAS DE TENIS JÚNIOR ASICS GEL RALLY AZUL NARANJA,ASICS,"Esta zapatilla ASICS GEL RALLY de color azul para niños es ligera y cómoda, y ofrece una buena sujeción del pie durante la práctica.",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.0,49.99,49.99
8350762,ZAPATILLAS DE TENIS JÚNIOR ASICS GEL RALLY AZUL NARANJA,ASICS,"Esta zapatilla ASICS GEL RALLY de color azul para niños es ligera y cómoda, y ofrece una buena sujeción del pie durante la práctica.",ZAPATILLAS,CALZADO TENIS JÚNIOR,4.0,49.99,49.99
8351925,Raqueta de Tenis Artengo TR100 Adulto Negro (265 GR),ARTENGO,"Su gran tamiz aporta tolerancia, el mango ovalado es más cómodo y el cuadro de aluminio garantiza una buena resistencia. Por todo ello, la TR100 es ideal para la iniciación en el tenis.",Raqueta,Tenis ocasional,4.3,9.99,9.99
8352108,Set palas ping pong con 3 pelotas Pongori PPR 130,PONGORI,¿Quieres imprimir efectos en la pelota cuando juegas con amigos o en familia? Set compuesto por 2 palas FR130 con revestimiento con ligera adherencia y 3 pelotas.,Kit tenis de mesa,RAQUETAS PING PONG INTERIOR,4.6,9.99,9.99
8352823,Polo de Tenis Artengo Dry 100 Mujer Marino,ARTENGO,Te encantará el tejido ligero y transpirable de este polo. ¡Te encantará llevarlo tanto dentro como fuera de las pistas de tenis!,CAMISETAS MANGA CORTA,Textil tenis mujer,4.5,7.99,7.99
8352823,Polo de Tenis Artengo Dry 100 Mujer Marino,ARTENGO,Te encantará el tejido ligero y transpirable de este polo. ¡Te encantará llevarlo tanto dentro como fuera de las pistas de tenis!,CAMISETAS MANGA CORTA,Textil tenis mujer,4.5,7.99,7.99
8352823,Polo de Tenis Artengo Dry 100 Mujer Marino,ARTENGO,Te encantará el tejido ligero y transpirable de este polo. ¡Te encantará llevarlo tanto dentro como fuera de las pistas de tenis!,CAMISETAS MANGA CORTA,Textil tenis mujer,4.5,7.99,7.99
8352823,Polo de Tenis Artengo Dry 100 Mujer Marino,ARTENGO,Te encantará el tejido ligero y transpirable de este polo. ¡Te encantará llevarlo tanto dentro como fuera de las pistas de tenis!,CAMISETAS MANGA CORTA,Textil tenis mujer,4.5,7.99,7.99
8352823,Polo de Tenis Artengo Dry 100 Mujer Marino,ARTENGO,Te encantará el tejido ligero y transpirable de este polo. ¡Te encantará llevarlo tanto dentro como fuera de las pistas de tenis!,CAMISETAS MANGA CORTA,Textil tenis mujer,4.5,7.99,7.99
8352823,Polo de Tenis Artengo Dry 100 Mujer Marino,ARTENGO,Te encantará el tejido ligero y transpirable de este polo. ¡Te encantará llevarlo tanto dentro como fuera de las pistas de tenis!,CAMISETAS MANGA CORTA,Textil tenis mujer,4.5,7.99,7.99
8352845,Mesa ping pong exterior plegable tablero 7 mm Cornilleau 540 pro,CORNILLEAU,"La mesa de ping-pong CORNILLEAU 540 PRO es muy sólida, y es una excepción para las colectividades, porque dispone de ruedas y puede plegarse y transportarse como las mesas de ocio.",Mesa,MESAS TDM CUALQUIER TIEMPO,5.0,1099.99,1099.99
8352846,Mesa ping pong exterior fija Cornilleau 510 Pro,CORNILLEAU,"Estática, sólida y diseño, la mesa Cornilleau 510 Pro Outdoor es una mesa de ping-pong fija para colegios, parques de juego y campings. 
Fabricación Francesa ""Origen Francia Garantizado"".",Mesa,MESAS TDM CUALQUIER TIEMPO,5.0,1099.99,1099.99
8352965,Mesa ping pong interior plegable tablero 19 mm Cornilleau 100,CORNILLEAU,Ideal para los primeros intercambios. ,Mesa,MESAS TDM INTERIOR,4.2,399.99,399.99
8352966,Mesa ping pong interior plegable tablero 19 mm Cornilleau 250,CORNILLEAU,Relación calidad-precio muy buena.,Mesa,MESAS TDM INTERIOR,4.4,499.99,499.99
8352968,Mesa ping pong interior plegable tablero 22 mm Cornilleau Club 500,CORNILLEAU,"Cercos altos, patas anchas y numerosos equipamientos. 
Tableros de 22 mm de grosor. Fabricación Francesa ""Origen Francia Garantizado"".",Mesa,MESAS TDM INTERIOR,4.6,699.99,699.99
8352969,Mesa ping pong interior plegable tablero 22 mm Cornilleau Club 540 ITTF,CORNILLEAU,"Esta mesa de ping-pong CORNILLEAU 540 es el 1er precio ITTF Cornilleau, con tablero de 22 mm y pintura SKILTOP. Es a la vez una mesa para colectividades y para competiciones.",Mesa,MESAS TDM INTERIOR,5.0,899.99,899.99
8352971,Mesa ping pong interior plegable tablero 22 mm Cornilleau 640 ITTF,CORNILLEAU,"La CORNILLEAU 640 ITTF es la referencia en mesas de competición, homologada por ITTF, con tablero de 22 mm y pintura SKILTOP. 
Fabricación francesa ""Origen Francia Garantizado"".",Mesa,MESAS TDM INTERIOR,5.0,999.99,999.99
8352972,Mesa ping pong interior plegable tablero 25 mm Cornilleau 740 ITTF,CORNILLEAU,"Esta mesa CORNILLEAU COMPETITION 740 está provista de un tablero de 25 mm y la pintura SKILTOP. Es especialmente estable y sólida. 
Fabricación francesa ""Origen Francia Garantizado"".",Mesa,MESAS TDM INTERIOR,5.0,1099.99,1099.99
8353277,ROBOT LANZA PELOTAS DE PING PONG PRO PLUS,TIBHAR,"Este robot Tibhar es ideal para los entrenamientos en club, para aprender técnicas de base, y también para mejorar el juego.",Robot,MESAS/ACCESORIOS TDM CLUB,5.0,949.99,949.99
8353408,Pelota Frontenis Urball FTB 860 x2 Amarillo,URBALL,Pelota de Frontenis resistente y cómoda.,Frontenis ball,FRONTENIS,4.7,4.99,4.99
8353480,Pelota Squash Opfeel SB 990 x1 Doble Punto Amarillo,PERFLY,"Pelota validada con Camille SERME n°4 del mundo PSA
Pelota de Squash Competición homologada por la WSF
Pelota apta para todos los torneos, incluso torneos profesionales.",Pelota de squash,ACCESORIOS SQUASH,5.0,2.49,2.49
8353481,Grip Squash Opfeel Absorb Negro,OPFEEL,Grip muy cómodo y absorbente que te proporcionará muy buenas sensaciones durante el juego.,EMPUÑADURA,ACCESORIOS SQUASH,4.8,2.99,3.99
8353528,PÁDEL FUNDA GRIS AZUL ,ARTENGO,Esta funda posee una correa para el transporte.,FUNDAS,FUNDAS RAQUETA PÁDEL,4.3,3.49,4.99
8353529,Pala Padel Artengo PR700 Niños Blanco Azul,ARTENGO,Esta pala es ideal para tu hijo que se inicia a jugar al pádel gracias a su manejabilidad. ,Pala de pádel,PÁDEL JÚNIOR,4.7,19.99,19.99
8357775,RED DE PING PONG FREE NET PPN 155 CM,PONGORI,¡Instala y empieza a jugar! Esta red es adecuada para todas las mesas provistas de postes que no sobresalen del ancho de la mesa.,REDES,ROLLNET,4.7,6.99,6.99
8358223,PELOTA DE TENIS TECNIFIBRE CLUB *4 AMARILLO POLIVALENTE,TECNIFIBRE,"La Technifibre Club es una pelota de tenis rápida, cómoda y duradera.Aporta rendimiento para un uso en competición.",Pelota de tenis,PELOTAS TENIS,4.6,5.99,5.99
8359414,Mesa ping pong interior plegable tablero 18 mm Free FT730I / TTT110,PONGORI,Las medidas plegada son de 81 x 169 x 167 cm. Con patas ajustables para adaptarse a cualquier tipo de terreno. Incluye la red. No están incluidas las palas y pelotas.,Mesa,MESAS TDM INTERIOR,4.8,304.99,304.99
8361667,SET PALETA,URBALL,El conjunto perfecto para descubrir e iniciarse en la pelota 2 personas. Ideal para niños y también para adultos. Contiene 2 paletas y una pelota.,SERVICIOS,PALETA GOMA MACIZA,5.0,14.99,14.99
8363957,SUELAS TACO BILLAR DE ROSCA POWERGLIDE 10 MM,UNICORN,Sustituir o reparar las suelas de los tacos de billar de rosca de 10 mm.,Suelas de billar,BILLAR,4.0,3.99,3.99
8363962,KIT ACCESORIOS BILLAR POWERGLIDE,UNICORN,"El kit indispensable para jugar a billar, con portatizas magnético, cortador de suelas, prensa y junta, tiza *2, cola para suelas 6 suelas y toalla ... ¡Todo en uno!",Kit de casquillo,BILLAR,2.5,9.99,9.99
8364438,"Pelota de Speedball ""Turnball Tennis Ball"" ",ARTENGO,Esta pelota tipo tenis flexible ofrece confort durante el golpe y una velocidad rápida para progresar en el speedball. Aconsejada par los niños mayores de 10 años y los adultos.,Speedball ball,SPEEDBALL,3.9,3.99,3.99
8370043,Raqueta Squash Opfeel SR 100 Adulto Negro/Blanco,PERFLY,"Raqueta de squash sólida y con tamiz grande cómodo, ideal para iniciarse en el squash.¡Descubre el squash a bajo precio!",Raqueta de squash,RAQUETAS SQUASH ADULTO,4.4,9.99,9.99
8371908,PELOTA DE TENIS INFANTIL ARTENGO TB130 BLANCO 26 cm,ARTENGO,"Pelota de tenis progresión, perfecta para el tenis infantil.",Pelota de tenis,PELOTAS TENIS,5.0,3.99,3.99
8373140,VOLANTE DE BÁDMINTON DE PLUMAS FSC 100 x12,PERFLY,¡Confort de golpeo a bajo precio!,Volante de pluma,VOLANTS PLUMES,4.3,7.99,7.99
8373118,OVERGRIP DE TENIS ARTENGO TACKY NEGRO,ARTENGO,"Este cubregrip, fácil de colocar y resistente, aporta una adherencia máxima gracias al relieve de la materia. ",GRIPS,ACCESORIOS RAQUETA TENIS,4.5,4.99,4.99
8373117,OVERGRIP DE TENIS ARTENGO ABSORBENTE BLANCO,ARTENGO,"Este cubregrip de tenis, fácil de colocar, proporciona una excelente absorción de la sudoración. Optimiza el agarre de la raqueta de tenis con cualquier condición. ",GRIPS,ACCESORIOS RAQUETA TENIS,4.3,4.99,4.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8372972,Zapatillas de tenis multiterreno Hombre TS100 blanco,ARTENGO,"Zapatillas de tenis concebidas para jugadores de nivel iniciación, aportan comodidad y resistencia en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.3,12.99,12.99
8373067,"Raqueta de Tenis Artengo TR990 JR 26"" Niños (245GR)",ARTENGO,"Ideal para las primeras competiciones de los niños, raqueta con una excelente relación control/potencia. ",Raqueta,RAQUETAS TENIS JÚNIOR,4.6,39.99,39.99
8373063,"Raqueta de Tenis Artengo TR900 JR 25"" Negro Amarillo (230GR)",ARTENGO,"Ideal para las primeras competiciones de los niños, raqueta con una excelente relación control/potencia. ",Raqueta,RAQUETAS TENIS JÚNIOR,4.5,39.99,39.99
8371380,MUÑEQUERA TENIS ARTENGO TP 100XL BLANCA NEGRA,ARTENGO,Esta muñequera de deporte larga ofrece una absorción máxima del sudor. Detiene el chorreo a lo largo del brazo para facilitar el agarre de la raqueta. ,MUÑEQUERAS,ACCESORIOS JUGADOR DEPORTE DE RAQUETA,4.6,6.99,6.99
8371303,MUÑEQUERA TENIS ARTENGO TP 100 XL NEGRO BLANCO,ARTENGO,Esta muñequera de deporte larga ofrece una absorción máxima del sudor. Detiene el chorreo a lo largo del brazo para facilitar el agarre de la raqueta. ,MUÑEQUERAS,ACCESORIOS JUGADOR DEPORTE DE RAQUETA,4.6,6.99,6.99
8373029,Gafas Squash Opfeel SPG 100 Cara Pequeña Talla S,PERFLY,"Gafas de cristales resistentes a los golpes que te protegerán contra eventuales impactos de pelotas o golpes de raquetas. Cómodas, no las sentirás durante la práctica del squash.",GAFAS,ACCESORIOS SQUASH,4.6,9.99,9.99
8373040,SET FUNYTEN AZUL VERDE: 2 RAQUETAS Y 1 PELOTA,ARTENGO,"Este set de raquetas ligeras y cómodas es ideal para (re)descubrir la diversión de jugar al tenis, entre amigos o en familia, en todo tipo de terrenos. ",Raqueta,Tenis ocasional,4.4,14.99,14.99
8372995,Zapatillas de tenis Mujer TS 100 blanco,ARTENGO,"Zapatillas de tenis concebidas para dar los primeros pasos en la cancha, aportan comodidad y sujeción en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.5,12.99,12.99
8372995,Zapatillas de tenis Mujer TS 100 blanco,ARTENGO,"Zapatillas de tenis concebidas para dar los primeros pasos en la cancha, aportan comodidad y sujeción en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.5,12.99,12.99
8372995,Zapatillas de tenis Mujer TS 100 blanco,ARTENGO,"Zapatillas de tenis concebidas para dar los primeros pasos en la cancha, aportan comodidad y sujeción en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.5,12.99,12.99
8372995,Zapatillas de tenis Mujer TS 100 blanco,ARTENGO,"Zapatillas de tenis concebidas para dar los primeros pasos en la cancha, aportan comodidad y sujeción en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.5,12.99,12.99
8372995,Zapatillas de tenis Mujer TS 100 blanco,ARTENGO,"Zapatillas de tenis concebidas para dar los primeros pasos en la cancha, aportan comodidad y sujeción en todo tipo de superficies gracias a la suela específica.",ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.5,12.99,12.99
